评分,评论题目,用户名,时间,评论内容
 3/5,The Commuter review – a bonkers pleasure,Simran Hans," January 21, 2018","In its hideously edited opening montage, The Commuter takes great pains to communicate that, yes, as per the film’s title, Liam Neeson’s cop turned insurance salesman has taken the commuter train to Manhattan every single day for the past 10 years. Unexpectedly, he is made redundant (“I’m 60 years of age, Frank!” he tells his boss), and his bad luck takes a turn for the worse when a mysterious woman (Vera Farmiga) chats him up on the commute home and asks if, hypothetically, he’d locate a passenger in exchange for a hefty wad of cash – or else she’ll have his family killed. Would you do it? That’s what she wants to know. As a thought experiment it’s kind of interesting. As the plot of a film? Frankly, it’s bonkers, and though it starts as a film about the financial crisis and America’s squeezed middle, it quickly turns into Murder on the Orient Express.

As far as storytelling is concerned, The Commuter is wildly inefficient, lacking basic narrative logic. Yet it’s hard not to derive some pleasure from watching Neeson fling himself about a rickety commuter train (and, in one set piece, precariously close to some train tracks), throwing insults at Goldman Sachs “on behalf of the American middle class”."
 2/5,,Paul Whitington," January 19, 2018","Liam Neeson turns 66 this June, but no one would appear to have told him that (and frankly, who would dare), because he's still knocking out cheerfully trashy action pictures by the dozen. Unknown, Non-Stop, Run All Night, Taken 3 - the titles trip off the tongue, but the plots are impossible to remember. All you need to know is that someone pissed Liam off and got their comeuppance.

Comeuppance takes an awfully long time arriving in The Commuter, Jaume Collet-Serra's racy thriller set aboard a New York suburban train. Ex-cop Michael MacCauley (Neeson) has just lost his job at a Manhattan insurance company and is on the train home when a glamorous woman sits down next to him. Played by Vera Farmiga, she shoots the breeze for a bit before making an odd proposition. There's someone on the train, she says, who doesn't belong: if Michael can find this person he'll be given $100,000.

But the former cop smells a rat and becomes a target himself when he realises the person they're looking for witnessed a shocking crime. Cue lots of the kind of close-quarter punch-ups old Liam can probably do in his sleep. He might as well have done in this clumsily orchestrated and preposterously plotted film, which judders to a standstill long before that speeding train does."
 8/10,,Jack Bottomley," January 19, 2018","Since making a phone call in Taken and issuing a cautionary ultimatum to some nasty sex traffickers (like there are any other kind), the action star image of Liam Neeson has grown stronger and stronger. It is remarkable to see how Neeson has flourished in this late career boom and delivered a consistent output of engaging and massively enjoyable films, be it fighting wolves in the wilderness or hijackers at high altitude. Well, despite false claims he was finished with punching people, ol’ quick hands is back in action again in The Commuter, his 4th collaboration with director Jaume Collet-Serra (The Shallows) and one hell of a fun throwback to the ‘90s.

Hard working ex-cop and dedicated family man Michael MacCauley (Neeson) makes the regular rail commute to his job but one day he is unceremoniously let go. Needing the money and at 60 years old, how ever will Michael tell his wife and kids he has lost his job? But this day is about to get interesting, as the worried commuter makes his journey home and encounters a mysterious woman (Vera Farmiga) on the train, who temptingly offers him the chance to make $100,000. All he has to do is find out which of the passengers doesn’t belong on the train, before it reaches its destination and tell her who it is - thus sentencing a random person to an unknown fate.

Recalling the likes of Speed and Air Force One in its kinetic thrills and unashamedly much embraced preposterous concept, The Commuter is a film that blends Hitchcockian turns and Agatha Christie-esque mystery, alongside conspiracist sub-plotting and some white knuckle pre-millennium thrills. Throwing in moments of American anger at the banking system, a few plot twists and some ridiculously enjoyable goings on, Collet-Serra creates a slick ride that knows precisely what it is and where it is heading.

So what if certain sub-plots don’t really go anywhere or if this public-transport set Cluedo game stretches realism or if the CG set piece (a nod to The Fugitive) in the final stretch is OTT? Never, does this crowdpleaser fail to entertain and with its Unstoppable-like backdrop and scenes of Neeson dispatching people with guitar heads and axes, The Commuter is an irresistibly fun ride, with its star once more being a perfect conductor for Collet-Serra's vehicle. After the paranoic intrigue of Unknown, the in-flight delights of Non-Stop (a similarly vehicular action mystery from this actor-director pair) and mob revenge beats of Run All Night, The Commuter once again shows how well Neeson and Collet-Serra work together because they understand what they are making.

As Michael, Neeson uses his believable badassery alongside his everyman charisma to anchor the movie with his commitment to its franticness. At 65, seeing Neeson clobber wrongdoers is still a stimulatingly simple but effective formula and long may it continue. The supporting cast of some familiar faces also keep you seated, with Vera Farmiga being rather creepily ambiguous in her part, her Conjuring cohort Patrick Wilson offering reliable support and it is always nice to see Sam Neill.

The Commuter is a ‘90s high concept action thriller that is well worth the fare and is another brilliant entry in the Neeson season collection! This writer only wishes more commutes were this gratifying, that said, if we ever see Neeson boarding our train we may take an early stop before all hell inevitably breaks loose.

THE COMMUTER / CERT: 15 / DIRECTOR: JAUME COLLET-SERRA / SCREENPLAY: BYRON WILLINGER, PHILIP DE BLASI, RYAN ENGLE / STARRING: LIAM NEESON, VERA FARMIGA, PATRICK WILSON / RELEASE DATE: OUT NOW"
,,Stephen Romei," January 19, 2018",
 1/5,Totally off the rails: Review of The Commuter by Rashid Irani,Rashid Irani," January 19, 2018","From the amateurishly edited opening sequence to the predictable climax, Liam Neeson’s fourth collaboration with Spanish director Jaume Collet-Serra (following Unknown, Non-Stop and Run All Night) is a major letdown.

The actor who reinvented himself as a late-career action hero is put through the paces again. This time, he plays a cop-turned-insurance salesman. While on a train home, the cash-strapped family man (Liam Neeson) is made an offer he can’t refuse. A mysterious woman (the estimable Vera Farmiga, underutilised) wants him to identify a commuter whom she claims ‘doesn’t belong on this train’. The reward, a cool $100,000.
Vera Farmiga is wasted in the role of a mystery woman who offers to pay Neeson’s character $100,000 to identify a commuter whom she claims ‘doesn’t belong on this train’.
Read more

    Go for Gary Oldman: Review of Darkest Hour by Rashid Irani
    Sci-fi meets cinematic magic in Downsizing, says Rashid Irani

The Hitchcockian stranger-on-a-train premise is squandered on lapses in logic and generic close-combat skirmishes. Slow-motion shots and endless tracking through the compartments further impede the flow of a deadly-dull narrative.

Worse, the director fails to make effective use of the confined space or hurtling locomotive. Heed the advice of the protagonist and take a bus instead."
 2/5,,Kevin Maher," January 19, 2018","At the Toronto Film Festival last September Liam Neeson appeared to announce the end of his late-flowering action-movie career. The Oscar-nominated actor had spent years as a worthy, if unspectacular, supporting player (see Gangs of New York, Batman Begins) until suddenly, in 2008, at the age of 56, he was cast as a world-weary action hero in the smash hit Taken.

Everything changed. He became a successful, franchise-leading ass-kicker, starring in two more Takens, an A-Team, and a series of increasingly preposterous action flicks with silly titles that sound like Viagra-wannabe brands (Run All Night, Non-Stop, The Next Three Days) and which usually featured Neeson as a former bruiser on the verge of retirement required to do something incredibly vicious and violent for the…"
 2/4,'The Commuter' Strands Liam Neeson on a Mindless Ride,Stephen Rebello," January 19, 2018","the three B-grade action flicks churned out in the past few years by star Liam Neeson and crafty, highly efficient Spanish director Jaume Collet-Serra hum along with a weirdly likable, slick, machine-tooled efficiency. The duo’s newest is pretty much more of the same, only it’s sillier, less impactful and altogether worse for its lack of aspiration.

The utterly unconvincing action thriller The Commuter could just as well have been called Unknown, Non-Stop or Run All Night. For that matter, it could have called Taken. This time around, Neeson, suitably gruff, buff and weathered, plays Michael MacCauley, an ex-cop who has been monotonously gray flannel-suited, suburbanized and employed for the past decade as an insurance salesman.

A few years shy of retirement, he gets unceremoniously and brutally fired from his company. This poses some relevant contemporary dilemmas for our aging, 21st-century action hero. How’s he supposed to keep his head above water for the benefit of himself and his loving, upstate New York wife, played by Elizabeth McGovern? How will he meet two monthly mortgages payments, let alone pay the steep tuition for his college-bound son (Dean-Charles Chapman)?

Fate intervenes. During one of his otherwise routine, five-day-a-week commuter train trips aboard the New York Metro from Westchester to Grand Central Station, an enigmatic woman who calls herself a human behavior expert (Vera Farmiga doing her thing, which is fine with us) intercepts him and offers him $100K. All he has to do is to spot a certain fellow traveler in possession of a Very Important McGuffin—someone “who doesn’t belong” on that train—and plant a tracking device on him or her.
[Neeson’s] talents put him miles ahead of this nonsense, of course, but he never condescends or sleepwalks.

Although the wicked, tight-lipped femme fatale can’t or won’t give MacCauley any specific information about the target’s identity, it’s pretty clear that if MacCauley says yes, then he’s going to be responsible for someone—possibly lots of someones—getting very badly hurt along the way. But he needs the money desperately, so he tosses aside ethics and grabs the assignment. When he suffers doubts and tries backing out, scary threats and deeds begin to happen–not only to other passengers but also to his family.

Although that’s not a bad setup for a thriller, and the mostly single-location action—a speeding train—is promising, the suspense-challenged screenplay by Byron Willinger, Philip de Blasi and Ryan Engle slams on the brakes with roaring clichés and groaners (“You have no idea who you’re up against!”), and twists and turns ransacked from a grab bag of leftovers from great Hitchcock-directed thrillers including The Lady Vanishes and Strangers on a Train, let alone from other flicks like The Fugitive, Speed and The Taking of Pelham One Two Three.

Too damn much of the non-action requires the furrowed-browed Neeson to drag his 6'4"" frame and his famed gravitas from train car to car, chasing down painfully obvious red herrings and ineptly questioning “colorful” New Yorker archetype passengers—a sweet old gent (Jonathan Banks), a fiery Columbia student (Florence Pugh, a long way down from Lady MacBeth) and an eminently punchable Wall Street shark (Shazad Latif).

Neeson, in fantastic shape, is utterly professional and hits every note he can—frustration, desperation, panic, grim determinism, an everyman sense of decency. His talents put him miles ahead of this nonsense, of course, but he never condescends or sleepwalks.

As for Collet-Serra, who is rumored to be on tap to direct Jungle Cruise for Disney, let’s just says that he’s previously done much snazzier, pacier, more inventive work than The Commuter. He wisely keeps the running time down to a lean 104 minutes, but—hobbled by a trainload of inadequacies, including so-so CGI—both he and cinematographer Paul Cameron (Westworld) go way too big on flash, whip pans and whizbang effects, all in a vain effort to keep the audience from talking out loud about how little sense the whole movie makes.

Even for mid-January–traditionally the dog days of cinema releases—The Commuter rattles along like an unreliable train to nowhere. "
 2/5,Taken for yet another risible ride with Liam Neeson: BRIAN VINER takes a journey into the absurd watching The Commuter,Brian Viner," January 19, 2018","The Taken films with Liam Neeson mercifully appear to have stopped at Taken 3 — but this film’s subtitle might as well be ‘Taken 4: A Ride’, as our ageing action hero, again risking life and limb to save his family, this time gets into a laughably unlikely spot of bother on a commuter train heading out of New York City.

Director Jaume Collet-Serra made the 2014 film Non-Stop with Neeson, in which he crammed a plane journey with everything conceivable, and occasionally inconceivable, that might happen on board a transatlantic flight.

Here, he gives a train journey the same treatment. The Commuter is like a crazed modern hybrid of Murder On The Orient Express and Strangers On A Train, with a plot that grows less credible with every forward chug.
Liam Neeson plays a former police officer now working as an insurance broker in the thriller The Commuter
+2

Liam Neeson plays a former police officer now working as an insurance broker in the thriller The Commuter
RELATED ARTICLES

    Previous
    1
    Next

    Liam Neeson says Hollywood sexual harassment scandal has...
    A cartoon dance with the dead that will melt your heart:...

Share this article
Share

Neeson plays Mike MacCauley, a former cop now working in Manhattan as an insurance broker so that he and his wife (Elizabeth McGovern, almost as drippy as she was as Downton’s Lady Crawley) can see their son through college.

He has taken the same train to and from work for ten years and seems to know all the regulars on it by name, which I don’t suppose happens in New York any more than it does on the 17.45 from Charing Cross to Tunbridge Wells.

On the day Mike unexpectedly loses his job, an enigmatic femme fatale (Vera Farmiga) sits opposite him on the train and makes him a bizarre offer: she will pay him $100,000 if he finds someone on the journey she needs to identify. Why she can’t find this person herself is never satisfactorily explained, but suffice to say it has something to do with a conspiracy in City Hall.

Mike is soon forced to co-operate, otherwise something terrible will happen to his wife and son, cue several fights, one or two deaths and a speeding-train-in-danger-of-derailment episode that seems to belong to a different movie.

Neeson, the consummate pro, gives his all to this nonsense, and a decent supporting cast includes Sam Neill, Jonathan Banks and Patrick Wilson. But there’s a yawning gulf here between action and plausibility. Mind the gap."
 3/5,The Commuter Review: Highly entertaining nonsense,Allan Hunter," January 19, 2018","The Commuter marks his fourth film with Spanish director Jaume Collet-Serra and it is pretty much business as usual as another flawed, world-weary man is obliged to keep calm and carry on under the most extraordinary circumstances. 

Neeson's Michael MacCauley plays a former detective now sleepwalking through life as an insurance salesman in New York.

When he is laid off he heads home on his regular commuter train where the mysterious Joanna (Vera Farmiga, pictured left with Neeson) makes him an offer he cannot refuse.

In return for $100,000 all he has to do is identify a passenger before the train's last stop. Naturally it is not as simple as it sounds and he is soon embroiled in a high-stakes cat-and-mouse game. The director keeps events moving at a fair pace, emphasising the paranoia and claustrophobia of a confined space where everyone could be part of the same conspiracy.

It is nonsense but it is slick, highly entertaining nonsense."
 3.5/5,The Commuter movie review: Liam Neeson’s final action movie is a ride you don’t want to miss,Rohan Naahar," January 18, 2018","You know, a lot has been written about some of the biggest director-actor pairs in modern cinema — Johnny Depp-Tim Burton, Leonardo DiCaprio-Martin Scorsese, Tom Hanks-Steven Spielberg — but God knows there’s a severe dearth of material written about Liam Neeson and Jaume Collet-Serra.

Of course, as compared to those duos, Neeson and Collet-Serra are working on a much, much inferior level; they’ve exclusively stuck to B-movie thrillers, while the others have won Oscars. But in the genre of their choice, they’re pretty unparalleled.

So it’s fitting that for Neeson’s self-declared final film in his surprise streak of late-period action movies, he’d reunite with the man responsible for giving him this new lease of life following the breakout success of Taken.

The Commuter is almost identical — at least in structure — to their previous collaborations — Unknown, Non-Stop and Run All Night, all varying degrees of good. It’s a film that’s built on a clever premise, executed with absolute efficiency, but (in this case, quite literally) derailed in its final act because of some utterly preposterous writing.

By now, it’s obvious that there’s no point shooting holes in the plots of these movies. You’d only be ruining what is — as much as I detest saying this — were the mind to be slightly dulled, a reasonably enjoyable experience -- although even the slightest display of intelligence will almost certainly dismantle the very tracks upon which The Commuter runs.

It begins with a rather Twilight Zoney set-up: A mysterious woman approaches a daily commuter aboard a train with a proposition. The commuter (Neeson) has never seen her before, and he’s been doing this trip twice a day for 10 years. The woman (Vera Farmiga, reuniting with Collet-Serra for the first time since the glorious horror movie, Orphan) proposes a ‘hypothetical’ scenario to Neeson. She gives him a choice: if he agrees to accept, he’d have to identify one passenger on the train who isn’t supposed to be on it, and he’d receive a $100,000 cash reward. Something will happen to that unidentified passenger, but Neeson’s character would not be made aware of it. His job would be to simply identify the person, and return to his mundane life.

However — and the woman doesn’t tell him this — if he were he to accept the offer and fail, or in any way try and disrupt what has been set in motion, there’d be consequences: His wife and kid would be harmed.

And since Neeson’s character was fired that very day (by the way, has there ever been a more fool-proof way to get the audience on the protagonist’s side than to fire him from his job?), he accepts. Soon, like the characters in Richard Matheson’s near-identical short story, The Box, which was later made into a film by Richard Kelly, Neeson’s character realises that by compromising on his morals, he has been taken hostage by the mysterious woman. He is compelled to fulfil the task, or face the tragic consequences.

Now, I know what you’re thinking (at least, if you’re fans of Neeson’s recent action movies). This sounds an awful lot like Non-Stop, the only difference is that instead of a plane, it’s set on a moving train.

And honestly, to an extent, it really is Non-Stop on a train. Like that movie, it’s a fun little throwback to the locked room mysteries of Agatha Christie (how neat to have another so soon after the wonderful Murder on the Orient Express) and more overtly, the deftly plotted thrillers of Alfred Hitchcock (it leans more towards The Lady Vanishes than Strangers on a Train, though).

In the hands of Collet-Serra, The Commuter is an effortlessly mounted thriller that’s infinitely better than those terrible Taken sequels. For instance, there is one action scene in particular that seems as though it is a direct response to that endlessly memed sequence from Taken 3 in which the visibly old Neeson leaps a fence with the aid of a dozen cuts: it’s an entire fistfight that (with the obvious help of some seamless editing) is made to appear as if it were shot in one long take.

The same goes for the film’s opening credits sequence, in which they relate Neeson’s daily routine with insight and grace uncommon to films such as this. This sort of attention to detail isn’t something you’d ever really demand of movies like The Commuter, but nonetheless, the effort is appreciated.

The Commuter isn’t the blazing swansong every Liam Neeson fan would’ve hoped for — and to be quite honest, with these things, you never know; he might do another action movie sometime in the future. But it has, like it’s central character, a workmanlike demeanour that’s bound to please its fans. There are even brief moments of depth, if you’re into that sort of thing: banks, and the evil they represent, is a recurring motif.

Without spoiling anything, I regret to inform you that as usual, the mystery was ruined for me based only on the casting. If you get the hint, then you understand what a pain this trend is, but if you don’t, lucky you."
 3/5,The Commuter is your typical Liam Neeson action-packed film and yet it’s still filled with huge plot holes,Jamie East," January 18, 2018","This is not Schindler’s List Liam - this is Neeson PROTECTING HIS FAMILY AND SO HELP ME GOD IF YOU STAND IN HIS WAY.

He’s Michael MacCauley - a gruff ex-cop (what else) turned insurance salesman, stuck on the boring commute and grindstone, day in-day out, happy but skint.

After getting the sack for being nearly 60, Michael gets a mysterious proposition from a glamorous woman on the train home involving a large bag of cash for identifying a fellow passenger who’s witnessed a terrible crime and is about to go into FBI protection.

Oh, and if he says no, “they” will kill his family.Cue a good 90 minutes or so of fast-paced, twisty whodunnit wrapped up with whiffs of Source Code, Speed and Die Hard.

It’s preposterous, there are plot holes bigger than the tunnels they ride through (If the “they” are so evil, dangerous and powerful why not just do the job themselves?) and it’s cliché ridden, but by god it’s lot of fun."
 4/5,The Commuter review: a punchy Liam Neeson thrill ride in full embrace of its own brilliant stupidity,Adam White," January 18, 2018","In The Commuter, Liam Neeson allegedly plays an insurance manager named Michael McCauley. But we all know he may as well just be playing “Liam Neeson”. In the decade since he told the sex trafficker responsible for his daughter’s kidnapping in Taken that he has “a very particular set of skills”, emerging as a bonafide action star in the process, Liam Neeson has become a film genre unto himself.

Few will remember the specific plots of the Neeson action canon – quite why he lost his identity in Unknown, or shot people on that plane in Non-Stop, or which particular 40-something leading lady played which wife or love interest in which indistinguishable thriller from a few years ago.

But it doesn’t matter at all, either. We don’t see movies like The Commuter for logical plots or quality acting, we see them because Neeson is shorthand for popcorn and 90-minute roller coaster rides. So in the spirit of the Neeson genre, we adjust our perceptions of good filmmaking accordingly.

As dramatised in an impressive opening montage cross-cutting between different seasons and different weather conditions but anchored by the same strikingly dull specifics of his morning commute into New York City, The Commuter’s hero has gotten used to routine.

But when Michael is fired from his job just as his son prepares to apply for colleges, a setback that could leave him and his wife (Elizabeth McGovern) financially destitute, he gives an unusual offer more credence than usual.

Appearing incongruously on his regular commuter train is a mystery woman played by Vera Farmiga, who proceeds to dangle Neeson a faustian carrot: identify a passenger on board “who doesn’t belong”, plant a tracking device on them, and collect a large sum of money for his efforts. He won’t know why he’s done it, or what will happen to the passenger in question, but the cash will be his.

Because this is a Liam Neeson movie, Michael quickly discovers that Farmiga’s scheme is far bigger than the moral dilemma she flirtatiously described, particularly when his wife and son are threatened with abduction and he learns that Farmiga’s “people” can orchestrate very public acts of murder at the drop of a hat.

Also because this is a Liam Neeson movie, Farmiga hadn’t realised that Michael is a former cop, giving him both the psychological know-how to unravel an elaborate conspiracy between stations and punch people really, really well.
The Commuter
The Commuter

The Commuter marks the fourth collaboration between Neeson and Jaume Collet-Serra, Hollywood’s heir to B-movie kings of yesteryear like Jan De Bont and Tony Scott. His films, including Neeson’s Unknown (2011), Non-Stop (2014) and Run All Night (2015), feel directly conjured from the mind of a studio executive randomly spitballing while under the control of an illegal substance. “Get me one of the stars of Gossip Girl fighting a shark for 90 minutes!” they yelp. “Murder Paris Hilton in a wax museum for me!”

The Commuter can be just as easily broken down to a simple pitch, swapping Liam Neeson on a plane for Liam Neeson on a train in what sometimes feels like a spiritual sequel to Non-Stop, which also saw Neeson throwing punches on board mass transportation. And like Non-Stop, it’s a Hitchcock-aping thrill ride in full embrace of its own brilliant stupidity.

As director, Collet-Serra fully upends any potential drawbacks to creating action in such a confined space, with Neeson clinging on both underneath and outside of the train at various junctures, while he even finds time for a fourth-act hostage crisis just when you think this specific mode of transportation has long run out of gas.

The fight choreography is equally impressive, particularly an extended action sequence involving a gun, an axe and a left-handed guitar. And outside of an abundance of dodgy American accents on display, you’d have no idea that most of The Commuter was filmed at Pinewood.

It doesn’t quite stick the landing (following up the most impressive railway action spectacle since Paddington 2 with an overly talky plot twist reveal wasn’t a great idea), but Neeson holds the film together with ease, despite knowing how to do this sort of thing in his sleep by now.

Neeson hinted late last year that he may have put away his bare-knuckle-brawling, family-saving ways once and for all, partially inspired by the fact that he is now older than Charles Bronson was when he was playing vengeful geriatrics in the Death Wish franchise. For now, he represents propulsive, high-concept silliness at its most reliably exciting. It’ll be a sad day when his action retirement inevitably arrives. 
"
 3.5/5,,Daniel M. Kimmel," January 18, 2018","FILM REVIEW – THE COMMUTER. With Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks, Sam Neill. Written by Byron Willinger & Philip de Blasi and Ryan Engle. Directed by Jaume Collet-Serra. Rated PG-13 for some intense action/violence, and language. 104 minutes.

thecommuternewpostermainbig5992Michael MacCauley (Liam Neeson) is not having a good day. An ex-cop who has been selling life insurance, he lost most of his savings in the 2008 crash, he’s got a son going off to college, and – at age 60 – he’s just lost his job. Not your typical action hero by any means, but someone all-too-familiar in the real world. Things are about to get a lot worse.

The premise of THE COMMUTER is preposterous, but no more so than “Speed” (1994) or “Phone Booth” (2002). On the train home, Michael encounters a woman who calls herself Joanna (Vera Farmiga) and who strikes up a conversation with him, echoing the Alfred Hitchcock classic “Strangers on a Train” (1951). She offers him the chance to make a $100,000 by locating someone named “Prynne” who is on the train, and placing a tracking device in the bag the person is carrying. The only thing he’s told is that the person is not a regular on the train. Oh, and if he wants to see his wife and son alive he’ll do as he’s told.

He tries to notify the police, but Joanna seems to be one step ahead of him, telling him that he’s the one responsible for the bodies that start piling up. It’s a convoluted plot, to be sure, and you just have to go with the flow and not question exactly how Joanna knows what he’s up to even though she’s no longer on the train. That she’s not working alone is obvious, but it would take an evil genius to manipulate things as she does here.

Director Jaume Collet-Serra, in his fourth outing with Neeson (after “Unknown,” “Non-Stop,” and “Run All Night”) is adept at keeping things moving so quickly that you don’t have time to question the proceedings. When Michael discovers a body hidden beneath the floorboards, it leads to him ending up outside the moving train and having to get back in. It’s a bravura action sequence where it’s unlikely you’ll find yourself wondering how a 60-year-old insurance salesman has both the mental and physical capacity not to end up torn to pieces.

The film is really all Neeson, but he is surrounded with a solid cast including Jonathan Banks (“Breaking Bad”) as a fellow commuter, Patrick Wilson as his ex-partner, and Sam Neill as the too-slick police captain who has an unspoken history with Michael. Suffice to say there are red herrings galore, with plenty of suspects including an obnoxious broker with Goldman Sachs (Shazad Latif) who provokes the most populist line in the movie.

Perhaps the most interesting thing about “The Commuter” is that Neeson, who is actually 65, started out as a serious actor and now has a wide range of roles from drama to comedy to voiceover work to action star. For aging Baby Boomers, Neeson is an inspiration. It’s never too late to branch out, even if it means hanging from the side of a train.???"
 3/5,,Jim Lane," January 18, 2018",
,,M. Faust," January 18, 2018","As a dramatic location, you can’t beat a newspaper office in the pre-computer era. If anyone ever makes a movie set in the offices of a major newspaper in 2017, they won’t need a tracking camera to follow editors around the offices as they interrupt reporters furiously banging on manual typewriters. Nor will that movie have the benefit of giant clanking presses to visualize the importance of it all.

The Post is set in 1971, and it takes advantage of all that stuff. But Steven Spielberg’s movie, which tells the story of the Washington Post’s struggles to publish the top-secret Pentagon Papers, is no more about Nixon era politics than The Crucible was about the Salem with trials. Rushed into production earlier this year, The Post is clearly about the need for a free press to stand up against the lies that fuel Trumpism.

Which is not to say that it isn’t a canny piece of dramatic entertainment. Tom Hanks may not be able to get into a character as complex as Post editor Ben Bradlee, but he isn’t really called to, and he’s just fine at rousing bluster. Similarly, the Katherine Graham that Meryl Streep is asked to play is probably more cowering and timorous than the real lady who became publisher of the paper after the death of her husband, but that makes it all the more inspiring when she stands up to the personal and financial advisors who want her not to rock the boat. (Several scenes of women lining up to see Graham in public places have clearly chosen appealing to a contemporary audience over verisimilitude.) The real acting comes from a less expected role, Bob Odenkirk’s portrayal of reporter Ben Bagdikian, who was instrumental in getting a hard copy of the papers after the New York Times was enjoined by Nixon from publishing them.

Enjoyable as it is, The Post may not meet the measure of success that Spielberg probably wants: Will it inspire Americans to remember our real values, or will it only preach to the choir? Bradlee’s earnest plea that “The way they lied—those days have to be over. We have to hold them accountable. If we don’t, who will?” may, in the long run, be seen with bitter irony as a cri de coeur for a battle that was lost years ago.

On the topic of films that are not what they may appear to be, don’t be fooled into thinking that Paddington 2 is a children’s movie. That’s not to say that it isn’t appropriate for kids, and if you are tasked with the care of any by all means take them to see these newest adventures of the “short but polite” talking bear, as good a role model as you could ask for. But it takes an adult to truly appreciate Paddington’s good nature, so lacking everywhere you turn. (The trailers for two upcoming animated movies, filled with fart and ass jokes, that opened the show drove this point home.) Likewise, kids are unlikely to derive full pleasure from such sights as the Downton Abbey’s Earl of Grantham, a.k.a. Hugh Bonneville, doing yoga splits, or Dr. Who (Peter Capaldi) as a neighborhood crank, or The IT Crowd’s Richard Ayoade as a forensic investigator. (Director Michael Bond is best known for the cult comedy show The Mighty Boosh, so it’s no surprise that this is a bottomless font for Anglophiles.) Best of all is Hugh Grant as a villainous ham actor who gets to dress up in any number of ridiculous costumes before ending the film with a production number that only Mel Brooks has ever matched.

Still, perhaps you are not the sort of viewer who appreciates a film in which people blurt dialogue like, “I have just been spilled upon by chilled liquid!” In that case, you may find The Commuter more to your liking. The latest of Liam Neeson’s roles as a kickass action star (surely the most unexpected career shift in acting history since Leslie Nielsen turned to comedy) reunites him with director Jaume Collet-Serra, who has made better-than-average use of Neeson in films like Unknown, Ride All Night, and Non-Stop. Like that last one, which was set on an airplane in flight, The Commuter takes place almost entirely on an evening train out of Manhattan to the suburbs. Neeson’s character is again tasked with a mystery to be solved before it reaches its destination, about which the less said the better. It’s not as well-tooled as Non-Stop, and if I hesitate to lay out the mechanism of the plot it’s partly because discovering it in the movie is better than how it plays out. (I had a lot of “But what about…” questions on my way out of the theater.) The proceedings have just enough action to keep you awake without making you feel bludgeoned, if not quite enough plot to make you feel that it was worth all the build up.

You may suspect that any film called This Giant Papier-M?ché Boulder Is Actually Really Heavy is unlikely to be as interesting as its title. That depends on how much of a fan you are of cheesy old science fiction movies, or of Star Wars. Made in New Zealand on a budget that probably went entirely to film editing software, this comedy takes a trio of geeks at a sci-fi convention into the movie they’re watching. Literally. Writer-director Christian Nicolson, who also had to become the film’s star when his actor quit at the last minute, clearly spent as much of his youth watching Monty Python as he did Flash Gordon and The Giant Gila Monster. He cheerfully turns his shortcomings into an advantage, or at least a joke, and if it gets tiresome along the way rouses itself for a likeable ending. Those who check it out at the Screening Room this week may bear in mind that making no-budget genre spoofs in New Zealand was exactly how Peter Jackson got started."
,"Crítica de ""El pasajero"": Tren rigurosamente vigilado",Gaspar Zimerman," January 18, 2018","Esta es la cuarta película de acción dirigida por Jaume Collet-Serra y protagonizada por Liam Neeson, después de Sin identidad, Non-stop: Sin escalas y Desconocido (si no recuerda ninguna, es porque son todas tan entretenidas como olvidables). Es decir que conocen el producto que tienen entre manos. Por eso van al grano: enseguida tenemos al hombre común metido hasta el cuello en una situación extraordinaria, en un clima de tensión que recién decaerá poco antes del final.

Un gran montaje inicial -lo mejor de la película- nos presenta al héroe, su familia y su rutinaria vida, hasta que llega el día diferente. Y no por lo bueno: a Michael MacCauley lo echan del trabajo. Pero en el tren de regreso a su casa lo aborda una desconocida que le ofrece cien mil dólares a cambio de casi nada: debe localizar a cierto pasajero del tren. Sólo tiene dos pistas: el alias del sujeto y el dato de que lleva un bolso consigo.

A partir de ahí, no hay tiempos muertos: todo es frenético y atrapante. Está bien aprovechado el atractivo de un tren -del que el protagonista no se puede bajar- como único escenario de la acción. Una suerte de Asesinato en el Orient Express -cada pasajero con sus características distintivas, entre los que hay que descubrir al buscado- acelerado al ritmo de Máxima velocidad y siguiendo la matriz de Duro de matar.

Claro que para disfrutar de este cóctel explosivo hay que hacer un ejercicio de suspensión de la incredulidad. Porque si se piensa el argumento dos veces, enseguida aparecerán agujeros, y porque a los 65 a?os (aunque el personaje acusa 60), Neeson ya empieza a estar un poco grande para trompearse de igual a igual con purretes. También hay que pasar por alto la pirotecnia visual del último tramo, que sobra, es más ridícula que impactante y parece salida de otra película, aunque no llega a arruinar este aceptable producto."
