问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2016/9/4,玖帮财富,上海市,--,平台失联,https://www.p2peye.com/thread-844712-1-1.html,10200万元 人民币,桂涛,2016年9月1日,不详,不详,不详,网站无法访问，跳转到空白网址
2016/10/27,桔子易贷,河北省衡水市,2014/11/25,平台失联,https://www.p2peye.com/thread-873824-1-1.html,1000万元 人民币,韩吉成,不详,不详,不详,不详,网站无法访问，变更为赌博类网站
2016/8/17,富本贷,广西南宁市,2011/8/11,平台失联,https://www.p2peye.com/thread-833860-1-1.html,1000万人民币,韦玮,不详,不详,不详,不详,网站无法访问
2016/8/20,乾丰金融,浙江省丽水市,2016/2/16,终止运营,https://www.p2peye.com/thread-836401-1-1.html,3088万人民币,陈忠,2016年6月18日,1007人,15560000元,"3,159,657元",发布停运公告，限额提现
2016/8/26,贷得多,广东省深圳市,2014/12/18,平台失联,https://www.p2peye.com/thread-840552-1-1.html,1000万人民币,王汉城,不详,不详,不详,不详,网站无法访问
2016/8/26,天下投,北京市,2015/6/12,平台失联,https://www.p2peye.com/thread-840473-1-1.html,6250万人民币,陈友明,不详,不详,不详,不详,网站无法访问
2016/8/18,圣奇投资,北京市,--,平台失联,https://www.p2peye.com/thread-835495-1-1.html,5000万人民币,张凡,不详,不详,不详,不详,网站无法访问
2016/8/20,中腾投资,江苏省扬州市,--,平台失联,https://www.p2peye.com/thread-836344-1-1.html,10000万人民币,马国兰,2016年6月18日,不详,不详,不详,网站无法访问
2016/8/30,芝麻e贷网,湖北省武汉市,2014/3/9,平台失联,https://www.p2peye.com/thread-842253-1-1.html,2000万人民币,郑瑞庄,2016年8月30日,不详,不详,不详,网站无法访问
2016/8/26,慧源融投,河南省三门峡市,2014/12/1,平台失联,https://www.p2peye.com/thread-840487-1-1.html,5001万人民币,韩娟明,2016年8月26日,不详,不详,不详,网站无法访问
2016/8/23,国信君安,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-838245-1-1.html,5000万人民币,孟庆东,2016年8月19日,不详,不详,不详,网站无法访问
2016/9/4,金戈戈,广东省深圳市,2014/11/19,平台失联,https://www.p2peye.com/thread-844697-1-1.html,5000万人民币,李家豪,2016年9月1日,不详,不详,不详,网站无法访问
2016/8/18,人企贷,上海市,2014/10/20,提现困难,https://www.p2peye.com/thread-834961-1-1.html,10000万人民币,郑国宏,不详,不详,不详,不详,提现困难
2016/8/26,浙众车,浙江省湖州市,2016/5/18,平台失联,https://www.p2peye.com/thread-840566-1-1.html,3000万人民币,周月明,2016年7月29日,不详,357万元,不详,平台发布清盘公告
2016/8/30,三弟财富,安徽省合肥市,2016/7/15,平台失联,https://www.p2peye.com/thread-842260-1-1.html,2000万人民币,桂峰,2016年7月19日,不详,不详,不详,网站无法访问
2016/8/17,互金所,北京市,2014/9/9,平台失联,https://www.p2peye.com/thread-834576-1-1.html,1000万人民币,吴琼,不详,不详,不详,不详,网站无法访问
2016/8/19,聚合信贷,河北省石家庄市,2015/4/27,平台失联,https://www.p2peye.com/thread-836342-1-1.html,5000万人民币,高会明,2016年6月17日,不详,不详,不详,连续多日联系不上，大量标的到期仍显示还款中
2016/8/17,八点金融,北京市,2016/1/18,平台失联,https://www.p2peye.com/thread-833830-1-1.html,5000万人民币,缪任远,不详,不详,不详,不详,网站无法访问
2016/8/17,爱钱进投资,北京市东城区,--,平台失联,https://www.p2peye.com/thread-833965-1-1.html?highlight=%B0%AE%C7%AE%BD%F8 ,不详,不详,不详,不详,不详,不详,网站无备案，连续多日联系不，联系电话为东芝电冰箱客服电话
2016/8/20,汉泰华泽,湖北省武汉市,2014/10/18,平台失联,https://www.p2peye.com/thread-836480-1-1.html,5010万人民币,吴喆,不详,不详,"128,413,927",不详,连续多日联系不上，大量标的到期仍显示还款中
2016/8/17,金淘在线,湖南省长沙市,2016/3/1,平台失联,https://www.p2peye.com/thread-833846-1-1.html,2000万人民币,黄刚,不详,不详,不详,不详,网站无法访问
2016/8/17,尚融金融,北京市,--,平台失联,https://www.p2peye.com/thread-833982-1-1.html,不详,不详,不详,不详,不详,不详,网站无备案，连续多日联系不，联系电话为东芝电冰箱客服电话
2016/8/17,丰登宝,江苏省苏州市,2016/5/23,平台失联,https://www.p2peye.com/thread-834106-1-1.html,5000万人民币,缑奎宏,不详,不详,不详,不详,网站无法访问
2016/9/21,汇旭财富,山东省潍坊市,2015/4/10,平台失联,https://www.p2peye.com/thread-854361-1-1.html,1000万元 人民币,张彩彩,不详,不详,不详,不详,网站无法访问
2016/8/30,浙江金钥匙,浙江省衢州市,2016/3/28,提现困难,https://www.p2peye.com/thread-842247-1-1.html,1000万人民币,姜正西,2016年8月5日,1596人 ,"77,987,000元",不详,提现困难
2016/9/21,安顺财富,山东省东营市,2015/3/20,跑路平台,https://www.p2peye.com/thread-853795-1-1.html,1000万元 人民币,任新平,2016年9月18日,不详,不详,不详,网站无法访问
2016/8/20,德福财富,广东省深圳市,2016/3/10,平台失联,https://www.p2peye.com/thread-836493-1-1.html,8000万人民币,曾霞,2016年7月19日,不详,不详,不详,网站无法访问
2016/8/26,投融贷,上海市,2014/5/28,提现困难,https://www.p2peye.com/thread-840560-1-1.html,5000万人民币,姚元祥,2016年7月15日,"50,445人",不详,不详,限制提现
2016/8/26,团团贷,云南省昆明市,2016/5/20,平台失联,https://www.p2peye.com/thread-840555-1-1.html,5000万人民币,李荣,不详,不详,不详,不详,网站无法访问
2016/9/27,理理财,广东省深圳市,2014/10/25,平台失联,https://www.p2peye.com/thread-857791-1-1.html,1000万元 人民币,何小敏,不详,不详,不详,不详,网站无法访问
2016/8/23,鉴丰金融,上海市,2014/7/23,平台失联,https://www.p2peye.com/thread-838188-1-1.html,5000万人民币,雷鸣,2016年8月23日,不详,不详,不详,网站无法访问
2016/9/4,价值贷,江苏省苏州市,--,终止运营,https://www.p2peye.com/thread-844711-1-1.html,1000万元 人民币,李锦岳,2016年8月29日,不详,不详,不详,停止运营
2016/9/8,携银网,浙江省杭州市,2015/3/26,终止运营,https://www.p2peye.com/thread-847060-1-1.html,1000万元 人民币,姚承志,2016年5月16日,不详,不详,7874.07 万,限制提现
2016/9/4,黄金街,广东省深圳市,2014/12/5,平台失联,https://www.p2peye.com/thread-844709-1-1.html,5000万人民币,王成勇,2016年9月4日,不详,不详,不详,网站无法访问
2016/8/29,贷动中国,上海市,2014/11/12,平台失联,https://www.p2peye.com/thread-841453-1-1.html,1000万人民币,吴诗淼,不详,不详,不详,不详,网站无法访问
2016/8/31,融投行,上海市,2015/8/1,平台失联,https://www.p2peye.com/thread-843077-1-1.html,5000万人民币,束建霞,2016年8月31日,不详,不详,不详,网站无法访问
2016/8/30,聚车贷,浙江省宁波市,--,终止运营,https://www.p2peye.com/thread-842213-1-1.html,3330万人民币,应明,不详,不详,不详,不详,线上停止运营
2016/8/23,恒丰钱包,河南省郑州市,2014/8/8,平台失联,https://www.p2peye.com/thread-838185-1-1.html,7700万人民币,杜华强,2016年8月23日,33362人,"68,271,518.83 元",不详,连续多日联系不上，客服电话提示暂停服务
2016/8/23,卡尔时代,安徽省合肥市,--,平台失联,https://www.p2peye.com/thread-838246-1-1.html,1000万人民币,杨泽来,2016年8月12日,不详,不详,不详,网站无法访问
2016/8/23,稳金宝,上海市,--,平台失联,https://www.p2peye.com/thread-838160-1-1.html,18600万人民币,刘智仁,2016年8月22日,不详,不详,不详,网站无法访问
2016/8/24,富国创投,山东省淄博市,2015/11/28,平台失联,https://www.p2peye.com/thread-839005-1-1.html,8800万人民币,赵伟伟,2016年8月24日,不详,不详,不详,网站无法访问
2016/8/20,金金贷,广东省深圳市,2015/10/12,平台失联,https://www.p2peye.com/thread-836477-1-1.html,2000万人民币,肖时杰,不详,不详,不详,不详,网站无法访问
2016/8/17,中都投资,山东省济宁市,2011/1/28,平台失联,https://www.p2peye.com/thread-834571-1-1.html,500万人民币,周长凤,不详,不详,不详,不详,变更为博彩类网站
2016/8/17,鑫意贷,浙江省嘉兴市,2014/2/25,平台失联,https://www.p2peye.com/thread-834572-1-1.html,500万人民币,陈东卯,不详,不详,不详,不详,网站无法访问
2016/8/17,天立鸿,山东省济南市,2014/12/3,平台失联,https://www.p2peye.com/thread-833827-1-1.html,5000万人民币,苏春元,不详,不详,不详,不详,网站无法访问
2016/8/17,新凯无忧,广东省深圳市,2015/8/9,平台失联,https://www.p2peye.com/thread-833836-1-1.html,20000万人民币,林史艺,不详,不详,不详,不详,网站无法访问
2016/9/22,薛国创投,山东省枣庄市,2015/3/8,平台失联,https://www.p2peye.com/thread-855131-1-1.html,1000万元 人民币,,不详,不详,不详,不详,连续多日联系不上，大量标的逾期
2016/8/17,元祥金服,上海市,--,提现困难,https://www.p2peye.com/thread-833996-1-1.html,10000万人民币,董三祥,2016年8月15日,不详,23873499.00元,4706569.20元,发布清盘公告，限额提现
2016/9/27,聚恒贷,广西桂林市,2015/2/8,平台失联,https://www.p2peye.com/thread-857087-1-1.html,3000万元 人民币,蒋基龙,不详,不详,不详,不详,网站无法访问
2016/10/8,罗斯金融,北京市丰台区,2016/4/12,终止运营,https://www.p2peye.com/thread-861384-1-1.html,10000万元 人民币,顾瑜斌,2016年9月28日,不详,不详,不详,发布项目逾期，停止交易公告
2016/8/17,财益宝,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-833987-1-1.html,20000万人民币,付春妮,2016年8月14日,不详,不详,不详,网站无法访问
2016/8/31,智投富登,河北省石家庄市,2011/7/7,提现困难,https://www.p2peye.com/thread-843057-1-1.html,1000万人民币,张鹏,2016年8月31日,5607人,235.53万元,不详,限制提现，投资数据清空
2016/8/24,858金融,广东省深圳市,2013/12/11,提现困难,https://www.p2peye.com/thread-839007-1-1.html,1000万人民币,王晓芳,2016年8月24日,"41,030 位","22,632.55 万元",不详,限制提现
2016/8/17,好彩金融,浙江省杭州市,2013/10/30,平台失联,https://www.p2peye.com/thread-833855-1-1.html,5000万人民币,钱夏云,不详,不详,不详,不详,网站无法访问
2016/8/23,MoneyHome,上海市,2015/12/18,终止运营,https://www.p2peye.com/thread-837822-1-1.html,5000万,徐允允,2016年7月15日,不详,不详,不详,停业整顿
2016/8/18,财富女王邦,上海市,--,平台失联,https://www.p2peye.com/thread-835496-1-1.html,1000万人民币,杨雁飞,不详,不详,不详,不详,网站无法访问
2016/8/26,直利贷,河北省保定市,2013/5/24,平台失联,https://www.p2peye.com/thread-840491-1-1.html,1580万人民币,靳立中,2016年8月26日,不详,不详,不详,网站无法访问
2016/8/30,凯华贷,宁夏其他,2014/11/11,平台失联,https://www.p2peye.com/thread-842250-1-1.html,3000万人民币,滑涛,2016年8月30日,不详,不详,不详,网站无法访问
2016/8/26,众贷,海南省海口市　,2014/10/1,平台失联,https://www.p2peye.com/thread-840499-1-1.html,2000万人民币,庄明亮,2016年8月26日,不详,不详,不详,网站无法访问
2016/8/26,伊人财,湖北省武汉市,2015/5/20,平台失联,https://www.p2peye.com/thread-840481-1-1.html,1000万人民币,何育河,2016年8月26日,不详,不详,不详,网站无法访问
2016/8/17,中锂贷,广东省深圳市,2013/9/17,平台失联,https://www.p2peye.com/thread-834567-1-1.html,500万人民币,李凤岭,不详,不详,不详,不详,网站无法访问
2016/8/17,悍盈贷,安徽省宣城市,2015/6/16,平台失联,https://www.p2peye.com/thread-834561-1-1.html,3000万人民币,缪在富,不详,不详,不详,不详,变更为赌博类网站
2016/8/17,鑫业创投,山东省滨州市,2015/3/26,平台失联,https://www.p2peye.com/thread-834565-1-1.html,1000万人民币,张龙龙,2015年3月24日,不详,不详,不详,变更为医疗类网站
2016/8/17,国汇金融,浙江省宁波市,2014/9/1,平台失联,https://www.p2peye.com/thread-834547-1-1.html,100万人民币,朱征骏,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫泽恒投资,江苏省苏州市,2014/6/19,提现困难,https://www.p2peye.com/thread-834575-1-1.html,1000万人民币,颜统仕,不详,不详,不详,不详,网站无法访问
2016/8/17,恒鼎贷,山东省淄博市,2015/6/5,平台失联,https://www.p2peye.com/thread-834496-1-1.html,1000万人民币,赵春燕,不详,不详,不详,不详,网站无法访问
2016/8/17,取资有道,上海市,2016/2/18,平台失联,https://www.p2peye.com/thread-833821-1-1.html,510万人民币,陈宏志,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫润投资,山东省烟台市,2014/11/25,平台失联,https://www.p2peye.com/thread-834538-1-1.html,1000万人民币,李宗华,不详,不详,不详,不详,网站无法访问
2016/8/17,中泰盈,广东省深圳市,2014/12/25,平台失联,https://www.p2peye.com/thread-834536-1-1.html,1000万人民币,王振军,不详,不详,不详,不详,网站无法访问
2016/8/17,汉贷邦,江西省鹰潭市,2012/10/19,平台失联,https://www.p2peye.com/thread-834560-1-1.html,5000万人民币,陈天华,不详,不详,不详,不详,变更为赌博类网站
2016/8/17,一路发创投,安徽省滁州市,2014/7/25,平台失联,https://www.p2peye.com/thread-834544-1-1.html,1000万人民币,肖美义,2014年8月14日,不详,不详,不详,网站无法访问
2016/8/17,中韩易贷,江苏省苏州市,2015/3/16,平台失联,https://www.p2peye.com/thread-834568-1-1.html,1000万人民币,季晓峰,不详,不详,不详,不详,网站无法访问
2016/8/16,升金贷,安徽省池州市,2015/5/22,平台失联,https://www.p2peye.com/thread-833817-1-1.html,1000万人民币,王宇昌,不详,不详,不详,不详,网站无法访问
2016/8/17,洽钱网,黑龙江哈尔滨市,2010/4/23,平台失联,https://www.p2peye.com/thread-833999-1-1.html,500万人民币,何丽华,不详,不详,不详,不详,网站无法访问，网站为空白页面
2016/8/17,宜开贷,安徽省安庆市,2014/12/21,平台失联,https://www.p2peye.com/thread-834546-1-1.html,5000万人民币,方河,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫汇投资,山东省滨州市,2015/5/11,平台失联,https://www.p2peye.com/thread-834523-1-1.html,1000万人民币,高曰飞,2015年10月23日,不详,不详,不详,变更为赌博类网站
2016/8/17,好安贷,广东省深圳市,2013/7/18,平台失联,https://www.p2peye.com/thread-834563-1-1.html,100万人民币,刘锋,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫富联博,山东省烟台市,2014/7/22,平台失联,https://www.p2peye.com/thread-834513-1-1.html,500万人民币,林军,不详,不详,不详,不详,变更为赌博类网站
2016/8/17,恒博贷,山东省济南市,2014/12/12,平台失联,https://www.p2peye.com/thread-834494-1-1.html,3000万人民币,马建江,不详,不详,不详,不详,网站无法访问
2016/8/17,速贷融创,河南省平顶山市,2014/1/7,平台失联,https://www.p2peye.com/thread-833868-1-1.html,5000万人民币,何红涛,不详,不详,不详,不详,网站无法访问
2016/8/16,脱贫宝,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-833415-1-1.html,5000万元人民币,何正松,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫生贷,四川省乐山市,2014/12/23,平台失联,https://www.p2peye.com/thread-834542-1-1.html,1000万人民币,杨勇,不详,不详,不详,不详,网站无法访问
2016/8/17,昊澜财富,山东省潍坊市,2015/3/30,平台失联,https://www.p2peye.com/thread-834003-1-1.html,2000万人民币,周鹏,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫隆财富,天津市,2015/7/3,平台失联,https://www.p2peye.com/thread-834526-1-1.html,5000万人民币,孙佳强,不详,不详,不详,不详,网站数据清空
2016/8/16,证金宝,山东省威海市,--,平台失联,https://www.p2peye.com/thread-833277-1-1.html,1000万人民币,侯茂林,不详,不详,不详,不详,网站无法访问，显示为融升基金网站
2016/8/17,生活贷,广东省深圳市,2014/3/5,平台失联,https://www.p2peye.com/thread-833883-1-1.html,2000万人民币,朱媛,不详,不详,不详,不详,网站无法访问
2016/8/17,海西贷,福建省福州市,2014/3/18,平台失联,https://www.p2peye.com/thread-834550-1-1.html,5000万人民币,杨文捷,不详,不详,不详,不详,网站无法访问，显示域名转让
2016/8/17,众创资本,广东省佛山市,2015/2/15,平台失联,https://www.p2peye.com/thread-834533-1-1.html,1000万人民币,唐吉纯,不详,不详,不详,不详,网站无法访问，仅有登录和注册页面
2016/8/17,鑫和汇,四川省成都市,2015/3/23,平台失联,https://www.p2peye.com/thread-834519-1-1.html,10000万人民币,赖静,不详,不详,不详,不详,网站无法访问
2016/8/17,鑫淼源投资,广东省深圳市,2014/2/1,平台失联,https://www.p2peye.com/thread-834528-1-1.html,300万人民币,吴婷燕,不详,不详,不详,不详,网站无法访问
2016/8/17,宏阳财富,山东省莱芜市,2014/11/25,平台失联,https://www.p2peye.com/thread-834511-1-1.html,1000万人民币,蔺胜强,不详,不详,不详,不详,网站无法访问
2016/8/17,你投我融,广东省东莞市,2015/12/15,提现困难,https://www.p2peye.com/thread-833988-1-1.html,1000万人民币,李观春,2016年7月21日,"30,624人","11,861,300.00元",不详,提现困难
2016/8/17,财团网,浙江省杭州市,2012/9/6,平台失联,https://www.p2peye.com/thread-833864-1-1.html,1000万人民币,张武,不详,不详,不详,不详,网站长期处于维护中
2016/8/17,红杉财富,山东省滨州市,2015/2/4,平台失联,https://www.p2peye.com/thread-834503-1-1.html,1000万人民币,崔清波,不详,不详,不详,不详,网站无法访问
2016/8/17,浩银财富,山东省泰安市,2014/12/12,平台失联,https://www.p2peye.com/thread-834492-1-1.html,1000万人民币,胡少华,不详,不详,不详,不详,网站无法访问
2016/8/16,e融易贷,云南省昆明市,2013/3/15,平台失联,https://www.p2peye.com/thread-833377-1-1.html,100万人民币,王新平,不详,不详,不详,不详,网站无法访问
2016/8/16,顺天财富,河南省郑州市,2015/8/26,平台失联,https://www.p2peye.com/thread-833351-1-1.html,6800万人民币,郑伟军,不详,不详,不详,不详,发布停业转型公告
2016/8/17,燈融创投,浙江省杭州市,2014/1/20,平台失联,https://www.p2peye.com/thread-45213-1-1.html,,,,,,,
2016/8/17,苏聚创投,江苏省镇江市,2014/1/22,平台失联,https://www.p2peye.com/thread-833875-1-1.html,500万人民币,苏毅,不详,不详,不详,不详,网站无法访问
2016/8/16,华涌贷,浙江省宁波市,2014/3/25,平台失联,https://www.p2peye.com/thread-833429-1-1.html,10000万人民币,杨建中,不详,不详,不详,不详,网站无法访问，显示为空白页面
2016/8/16,A加理财,安徽省合肥市,2015/11/18,平台失联,https://www.p2peye.com/thread-833366-1-1.html,6000万人民币,张军,不详,不详,不详,不详,网站无法访问
2016/8/16,万京贷,浙江省台州市,2015/8/10,平台失联,https://www.p2peye.com/thread-833385-1-1.html,3000万人民币,王丹丹,不详,不详,不详,不详,网站无法访问
2016/8/16,云山信投,山东省滨州市,2012/4/19,平台失联,https://www.p2peye.com/thread-833309-1-1.html,100万人民币,付云娥,不详,不详,不详,不详,网站无法访问
2016/8/16,姑苏金融,上海市,2015/11/1,平台失联,https://www.p2peye.com/thread-833317-1-1.html,5000万人民币,黄泽鹏,不详,不详,不详,不详,网站无法访问
2016/8/16,万达金融,浙江省衢州市,2015/10/8,平台失联,https://www.p2peye.com/thread-833387-1-1.html,5000万人民币,杜凯跃,不详,不详,不详,不详,网站无法访问
2016/8/16,魔环金融,上海市,2015/6/23,平台失联,https://www.p2peye.com/thread-833362-1-1.html,10000万人民币,诸越,不详,不详,不详,不详,限制提现，到期标的仍显示还款中
2016/8/16,浙平在线,浙江省温州市,2015/4/17,平台失联,https://www.p2peye.com/thread-833296-1-1.html,8000万人民币,王寅生,不详,不详,不详,不详,网站无法访问
2016/8/16,农村宝,广东省深圳市,2015/6/24,平台失联,https://www.p2peye.com/thread-833410-1-1.html,5000万元人民币,何正松,不详,不详,不详,不详,网站无法访问
2016/8/16,臻鑫配资系统,山东省济宁市,2014/2/12,平台失联,https://www.p2peye.com/thread-833289-1-1.html,2600万人民币,郑国利,不详,不详,不详,不详,网站无法访问
2016/8/16,云端财富,河北省石家庄市,2014/6/16,平台失联,https://www.p2peye.com/thread-833314-1-1.html,5000万人民币,肖红军,不详,不详,不详,不详,网站无法访问
2016/8/16,正诺悦金融,广东省深圳市,2014/6/11,平台失联,https://www.p2peye.com/thread-833282-1-1.html,10000万人民币,不详,不详,不详,不详,不详,网站无法访问，显示为融升基金网站
2016/8/16,源本财富,浙江省杭州市,2013/8/26,平台失联,https://www.p2peye.com/thread-833374-1-1.html,10000万人民币,朱宵靖,不详,不详,不详,不详,网站无法访问
2016/8/16,农商信贷,江苏省其他,2016/2/18,平台失联,https://www.p2peye.com/thread-833398-1-1.html,公司注销,田卓林/王利,不详,不详,不详,不详,网站无法访问
2016/8/16,芝麻花投资,山东省潍坊市,2015/1/27,平台失联,https://www.p2peye.com/thread-833266-1-1.html?highlight=%D6%A5%C2%E9%BB%A8,1800万人民币,孙永,不详,不详,不详,不详,网站无法访问
2016/8/16,亿方金融,山东省青岛市,2015/9/18,平台失联,https://www.p2peye.com/thread-833257-1-1.html,5000万人民币,刘汉华,不详,不详,不详,不详,网站无法访问
2016/8/16,政信金融,江苏省淮安市,2014/7/17,平台失联,https://www.p2peye.com/thread-833268-1-1.html,500万人民币,杨勇,不详,不详,不详,不详,网站无法访问
2016/8/16,聚人贷,湖北省武汉市,2014/3/6,平台失联,https://www.p2peye.com/thread-832997-1-1.html,500万人民币,王焱华,不详,不详,不详,不详,网站无法访问
2016/8/16,聚有利,北京市,2015/11/16,平台失联,https://www.p2peye.com/thread-833248-1-1.html,1000万人民币,宋晨霞,不详,不详,不详,不详,网站无法访问
2016/8/16,可易贷,天津市,2015/1/10,平台失联,https://www.p2peye.com/thread-833249-1-1.html,2000万人民币,刘学,不详,不详,不详,不详,网站无法访问
2016/8/16,昊都钱柜,宁夏吴忠市,2015/7/30,平台失联,https://www.p2peye.com/thread-832987-1-1.html,1000万人民币,马小斌,不详,不详,不详,不详,网站无法访问
2016/8/16,聚龙贷,山东省滨州市,2015/2/2,平台失联,https://www.p2peye.com/thread-832995-1-1.html,1000万人民币,张风利,不详,不详,不详,不详,网站无法访问
2016/8/12,饷当当,广东省深圳市,2015/4/2,平台失联,https://www.p2peye.com/thread-831524-1-1.html,2000万人民币,张学渊,不详,不详,不详,不详,网站无法访问，变更为医疗类网站
2016/8/12,平潭时代/时代投资,福建省泉州市,--,平台失联,https://www.p2peye.com/thread-831635-1-1.html,,,,,,,
2016/8/12,蓝洋E贷,重庆市,2015/5/20,终止运营,https://www.p2peye.com/thread-831536-1-1.html,1000万人民币,胡定核,不详,不详,不详,不详,网站无法操作，发布线下提现公告
2016/8/12,汇康财富,浙江省宁波市,2015/6/10,平台失联,https://www.p2peye.com/thread-831187-1-1.html,12000万人民币,倪宏光,不详,不详,不详,不详,网站无法访问
2016/8/16,汇赢创投,浙江省宁波市,2014/7/28,平台失联,https://www.p2peye.com/thread-832984-1-1.html,5000万人民币,丁玲娜,不详,不详,不详,不详,网站无法访问
2016/8/12,富银信,江苏省南京市,2015/7/1,平台失联,https://www.p2peye.com/thread-831527-1-1.html,3000万人民币,余跃娟,不详,不详,不详,不详,网站无法访问
2016/8/12,同城投,广东省深圳市,2015/5/25,平台失联,https://www.p2peye.com/thread-831181-1-1.html,1000万人民币,董延兵,不详,不详,不详,不详,网站无法访问
2016/8/12,东领在线,山东省济南市,2015/3/13,终止运营,https://www.p2peye.com/thread-831632-1-1.html,5000万人民币,杨亨利,2016 年8月12日,不详,不详,不详,老板跑路，停止运营
2016/8/12,米粒金融,上海市,2015/6/17,平台失联,https://www.p2peye.com/thread-831185-1-1.html,5000万人民币,顾全,不详,不详,不详,不详,网站无法访问，变更为电商类网站
2016/8/12,善鼎贷,浙江省宁波市,2015/6/17,平台失联,https://www.p2peye.com/thread-831532-1-1.html,5890万人民币,朱元庆,不详,不详,不详,不详,网站无法访问
2016/8/12,富源创投,山东省德州市,2015/1/4,平台失联,https://www.p2peye.com/thread-831180-1-1.html,1000万人民币,王宪宗,不详,不详,不详,不详,网站无法访问
2016/8/12,雷萨财富,山东省潍坊市,2015/6/9,平台失联,https://www.p2peye.com/thread-831183-1-1.html,3000万人民币,朱海涛,不详,不详,不详,不详,网站无法访问
2016/8/12,投金所,河南省郑州市,2015/3/1,平台失联,https://www.p2peye.com/thread-831033-1-1.html,1000万人民币,董涛,不详,不详,不详,不详,网站无法访问
2016/8/12,鼎天贷,安徽省六安市,2015/6/6,平台失联,https://www.p2peye.com/thread-831016-1-1.html,5000万人民币,黄永生,不详,不详,不详,不详,网站无法访问
2016/8/12,清华财富,山东省济宁市,2015/6/12,平台失联,https://www.p2peye.com/thread-831177-1-1.html,500万人民币,张伟,不详,不详,不详,不详,网站无法访问，变更为养生类网站
2016/8/12,微领贷,安徽省合肥市,2015/2/1,平台失联,https://www.p2peye.com/thread-831523-1-1.html,1000万人民币,马文婷,不详,不详,不详,不详,网站无法访问
2016/8/12,当贷网,四川省南充市,2014/9/1,平台失联,https://www.p2peye.com/thread-831012-1-1.html,3000万人民币,蒲仲,不详,不详,不详,不详,连续多日联系不上
2016/8/12,明熙财富,山东省淄博市,2015/6/8,平台失联,https://www.p2peye.com/thread-831004-1-1.html,1000万人民币,朱晓军,不详,不详,不详,不详,网站无法访问
2016/8/12,聚贾贷,上海市,2015/5/18,平台失联,https://www.p2peye.com/thread-831022-1-1.html,1000万人民币,周述孝,不详,不详,不详,不详,网站无法访问
2016/8/12,百利贷,广东省深圳市,2015/1/19,平台失联,https://www.p2peye.com/thread-831028-1-1.html,1000万人民币,黄明山,不详,不详,不详,不详,网站无法访问
2016/8/11,钜仁财富,山东省济南市,2015/5/25,平台失联,https://www.p2peye.com/thread-830291-1-1.html,3000万元人民币,解西举,不详,不详,不详,不详,网站无法访问，网站显示为医疗类广告网站
2016/8/12,云浩金融,广东省深圳市,2015/4/11,平台失联,https://www.p2peye.com/thread-831178-1-1.html,2000万人民币,丁建云,不详,不详,不详,不详,网站无法访问
2016/8/12,等我贷,四川省成都市,2015/6/13,平台失联,https://www.p2peye.com/thread-831182-1-1.html,3900万人民币,谢晓冬,不详,不详,不详,不详,网站无法访问，变更为博彩类网站
2016/8/11,聚德贷,山东省淄博市,2015/5/12,平台失联,https://www.p2peye.com/thread-830292-1-1.html,1000万元人民币,张玲,不详,不详,不详,不详,网站无法访问
2016/8/11,融信宝,北京市,--,平台失联,https://www.p2peye.com/thread-830785-1-1.html,1000万人民币,穆海南,2016年8月11日,不详,不详,不详,网站无法访问，显示为空白页
2016/8/11,融昌理财,北京市,--,平台失联,https://www.p2peye.com/thread-830301-1-1.html,不详,刘奉卓/孙晋,2016年8月6日,不详,不详,不详,提现困难，公告和公司简介数据清空
2016/8/11,聚金金融,浙江省温州市,2014/9/27,平台失联,https://www.p2peye.com/thread-830293-1-1.html,5000万元人民币,钟永乐,不详,不详,不详,不详,网站无法访问
2016/8/11,钜丰信投,山东省滨州市,2015/1/12,平台失联,https://www.p2peye.com/thread-830289-1-1.html,1000万元人民币,宋效涛,不详,不详,不详,不详,网站无法访问，网站显示为医疗类广告网站
2016/8/11,巨希财富,山东省青岛市,2014/12/25,平台失联,https://www.p2peye.com/thread-830287-1-1.html,1500万元人民币,焦雨波,不详,不详,不详,不详,网站无法访问
2016/8/11,小样金融,山东省济南市,2015/6/16,平台失联,https://www.p2peye.com/thread-830298-1-1.html,5000万元人民币,臧伟,2016年8月8日,不详,不详,不详,网站无法访问
2016/8/11,易圆财富,四川省成都市,2014/9/1,平台失联,https://www.p2peye.com/thread-830283-1-1.html,1000万元人民币,向树华,不详,不详,不详,不详,网站无法访问，跳转到赌博页面
2016/8/11,银桥贷,贵州省贵阳市,2015/1/14,平台失联,https://www.p2peye.com/thread-830286-1-1.html,430万元人民币,陈西,不详,不详,不详,不详,网站无法访问
2016/8/11,易安贷,福建省福州市,2014/3/18,平台失联,https://www.p2peye.com/thread-830279-1-1.html,100万元人民币,陈昕男,不详,不详,不详,不详,网站无法访问
